id,name.local,name.en,name.slug,code.id,children_count.municipality,geo.lat,geo.lon
SV04001,Cuscatlán Norte,Cuscatlan Norte,cuscatlan-norte-sv04001,SV04001,5,13.876,-89.06
SV04002,Cuscatlán Sur,Cuscatlan Sur,cuscatlan-sur-sv04002,SV04002,11,13.752,-88.918
