id,name.local,name.en,name.slug,code.id,children_count.municipality,geo.lat,geo.lon
SV14001,Usulután Este,Usulutan Este,usulutan-este-sv14001,SV14001,10,13.315,-88.391
SV14002,Usulután Norte,Usulutan Norte,usulutan-norte-sv14002,SV14002,9,13.558,-88.513
SV14003,Usulután Oeste,Usulutan Oeste,usulutan-oeste-sv14003,SV14003,4,13.344,-88.617
