id,name.local,name.en,name.slug,code.id,children_count.municipality,geo.lat,geo.lon
SV05001,La Libertad Centro,La Libertad Centro,la-libertad-centro-sv05001,SV05001,2,13.845,-89.386
SV05002,La Libertad Costa,La Libertad Costa,la-libertad-costa-sv05002,SV05002,5,13.536,-89.479
SV05003,La Libertad Este,La Libertad Este,la-libertad-este-sv05003,SV05003,5,13.595,-89.261
SV05004,La Libertad Norte,La Libertad Norte,la-libertad-norte-sv05004,SV05004,3,13.896,-89.282
SV05005,La Libertad Oeste,La Libertad Oeste,la-libertad-oeste-sv05005,SV05005,5,13.694,-89.448
SV05006,La Libertad Sur,La Libertad Sur,la-libertad-sur-sv05006,SV05006,2,13.627,-89.344
