id,name.local,name.en,name.slug,code.id,children_count.municipality,geo.lat,geo.lon
SV02001,Cabañas Este,Cabanas Este,cabanas-este-sv02001,SV02001,5,13.879,-88.613
SV02002,Cabañas Oeste,Cabanas Oeste,cabanas-oeste-sv02002,SV02002,4,13.861,-88.862
