id,name.local,name.en,name.slug,code.id,children_count.municipality,geo.lat,geo.lon
SV07001,La Unión Norte,La Union Norte,la-union-norte-sv07001,SV07001,10,13.65,-87.86
SV07002,La Unión Sur,La Union Sur,la-union-sur-sv07002,SV07002,8,13.369,-87.95
